date,service,region,team,env,cost_usd,account_id
2026-03-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.01,847291038472
2026-03-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.88,847291038472
2026-03-17,Amazon Relational Database Service,us-east-1,Database,prod,41.81,847291038472
2026-03-17,Amazon Relational Database Service,us-east-1,Database,dev,8.87,847291038472
2026-03-17,Amazon Simple Storage Service,us-west-2,Data,prod,18.78,847291038472
2026-03-17,Amazon CloudFront,global,Frontend,prod,22.57,847291038472
2026-03-17,Amazon CloudFront,global,Frontend,staging,7.18,847291038472
2026-03-17,Amazon DynamoDB,us-east-1,Backend,prod,29.91,847291038472
2026-03-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.45,847291038472
2026-03-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.37,847291038472
2026-03-18,Amazon Relational Database Service,us-east-1,Database,prod,38.72,847291038472
2026-03-18,Amazon Relational Database Service,us-east-1,Database,dev,9.55,847291038472
2026-03-18,Amazon Simple Storage Service,us-west-2,Data,prod,19.08,847291038472
2026-03-18,Amazon CloudFront,global,Frontend,prod,25.42,847291038472
2026-03-18,Amazon CloudFront,global,Frontend,staging,7.73,847291038472
2026-03-18,Amazon DynamoDB,us-east-1,Backend,prod,26.37,847291038472
2026-03-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.95,847291038472
2026-03-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.52,847291038472
2026-03-19,Amazon Relational Database Service,us-east-1,Database,prod,40.71,847291038472
2026-03-19,Amazon Relational Database Service,us-east-1,Database,dev,9.32,847291038472
2026-03-19,Amazon Simple Storage Service,us-west-2,Data,prod,18.29,847291038472
2026-03-19,Amazon CloudFront,global,Frontend,prod,28.41,847291038472
2026-03-19,Amazon CloudFront,global,Frontend,staging,7.09,847291038472
2026-03-19,Amazon DynamoDB,us-east-1,Backend,prod,26.36,847291038472
2026-03-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.56,847291038472
2026-03-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.79,847291038472
2026-03-20,Amazon Relational Database Service,us-east-1,Database,prod,37.21,847291038472
2026-03-20,Amazon Relational Database Service,us-east-1,Database,dev,9.73,847291038472
2026-03-20,Amazon Simple Storage Service,us-west-2,Data,prod,17.52,847291038472
2026-03-20,Amazon CloudFront,global,Frontend,prod,25.67,847291038472
2026-03-20,Amazon CloudFront,global,Frontend,staging,5.62,847291038472
2026-03-20,Amazon DynamoDB,us-east-1,Backend,prod,30.18,847291038472
2026-03-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.21,847291038472
2026-03-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.28,847291038472
2026-03-21,Amazon Relational Database Service,us-east-1,Database,prod,43.83,847291038472
2026-03-21,Amazon Relational Database Service,us-east-1,Database,dev,9.28,847291038472
2026-03-21,Amazon Simple Storage Service,us-west-2,Data,prod,16.61,847291038472
2026-03-21,Amazon CloudFront,global,Frontend,prod,27.21,847291038472
2026-03-21,Amazon CloudFront,global,Frontend,staging,6.43,847291038472
2026-03-21,Amazon DynamoDB,us-east-1,Backend,prod,24.53,847291038472
2026-03-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.76,847291038472
2026-03-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.03,847291038472
2026-03-22,Amazon Relational Database Service,us-east-1,Database,prod,39.96,847291038472
2026-03-22,Amazon Relational Database Service,us-east-1,Database,dev,9.09,847291038472
2026-03-22,Amazon Simple Storage Service,us-west-2,Data,prod,16.75,847291038472
2026-03-22,Amazon CloudFront,global,Frontend,prod,18.93,847291038472
2026-03-22,Amazon CloudFront,global,Frontend,staging,6.45,847291038472
2026-03-22,Amazon DynamoDB,us-east-1,Backend,prod,30.82,847291038472
2026-03-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.46,847291038472
2026-03-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.12,847291038472
2026-03-23,Amazon Relational Database Service,us-east-1,Database,prod,45.81,847291038472
2026-03-23,Amazon Relational Database Service,us-east-1,Database,dev,8.87,847291038472
2026-03-23,Amazon Simple Storage Service,us-west-2,Data,prod,17.8,847291038472
2026-03-23,Amazon CloudFront,global,Frontend,prod,20.87,847291038472
2026-03-23,Amazon CloudFront,global,Frontend,staging,6.06,847291038472
2026-03-23,Amazon DynamoDB,us-east-1,Backend,prod,29.51,847291038472
2026-03-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.75,847291038472
2026-03-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.61,847291038472
2026-03-24,Amazon Relational Database Service,us-east-1,Database,prod,43.85,847291038472
2026-03-24,Amazon Relational Database Service,us-east-1,Database,dev,8.79,847291038472
2026-03-24,Amazon Simple Storage Service,us-west-2,Data,prod,18.86,847291038472
2026-03-24,Amazon CloudFront,global,Frontend,prod,29.34,847291038472
2026-03-24,Amazon CloudFront,global,Frontend,staging,7.49,847291038472
2026-03-24,Amazon DynamoDB,us-east-1,Backend,prod,30.72,847291038472
2026-03-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.97,847291038472
2026-03-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.15,847291038472
2026-03-25,Amazon Relational Database Service,us-east-1,Database,prod,45.74,847291038472
2026-03-25,Amazon Relational Database Service,us-east-1,Database,dev,9.4,847291038472
2026-03-25,Amazon Simple Storage Service,us-west-2,Data,prod,19.18,847291038472
2026-03-25,Amazon CloudFront,global,Frontend,prod,24.47,847291038472
2026-03-25,Amazon CloudFront,global,Frontend,staging,6.35,847291038472
2026-03-25,Amazon DynamoDB,us-east-1,Backend,prod,27.74,847291038472
2026-03-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.08,847291038472
2026-03-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.76,847291038472
2026-03-26,Amazon Relational Database Service,us-east-1,Database,prod,39.93,847291038472
2026-03-26,Amazon Relational Database Service,us-east-1,Database,dev,7.72,847291038472
2026-03-26,Amazon Simple Storage Service,us-west-2,Data,prod,18.62,847291038472
2026-03-26,Amazon CloudFront,global,Frontend,prod,23.95,847291038472
2026-03-26,Amazon CloudFront,global,Frontend,staging,6.38,847291038472
2026-03-26,Amazon DynamoDB,us-east-1,Backend,prod,27.0,847291038472
2026-03-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,60.11,847291038472
2026-03-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.27,847291038472
2026-03-27,Amazon Relational Database Service,us-east-1,Database,prod,39.92,847291038472
2026-03-27,Amazon Relational Database Service,us-east-1,Database,dev,9.59,847291038472
2026-03-27,Amazon Simple Storage Service,us-west-2,Data,prod,19.36,847291038472
2026-03-27,Amazon CloudFront,global,Frontend,prod,25.83,847291038472
2026-03-27,Amazon CloudFront,global,Frontend,staging,5.15,847291038472
2026-03-27,Amazon DynamoDB,us-east-1,Backend,prod,26.14,847291038472
2026-03-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,59.81,847291038472
2026-03-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.67,847291038472
2026-03-28,Amazon Relational Database Service,us-east-1,Database,prod,42.48,847291038472
2026-03-28,Amazon Relational Database Service,us-east-1,Database,dev,10.75,847291038472
2026-03-28,Amazon Simple Storage Service,us-west-2,Data,prod,18.12,847291038472
2026-03-28,Amazon CloudFront,global,Frontend,prod,29.13,847291038472
2026-03-28,Amazon CloudFront,global,Frontend,staging,6.18,847291038472
2026-03-28,Amazon DynamoDB,us-east-1,Backend,prod,27.67,847291038472
2026-03-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.01,847291038472
2026-03-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.01,847291038472
2026-03-29,Amazon Relational Database Service,us-east-1,Database,prod,39.61,847291038472
2026-03-29,Amazon Relational Database Service,us-east-1,Database,dev,7.13,847291038472
2026-03-29,Amazon Simple Storage Service,us-west-2,Data,prod,17.48,847291038472
2026-03-29,Amazon CloudFront,global,Frontend,prod,25.02,847291038472
2026-03-29,Amazon CloudFront,global,Frontend,staging,6.96,847291038472
2026-03-29,Amazon DynamoDB,us-east-1,Backend,prod,31.07,847291038472
2026-03-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.08,847291038472
2026-03-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.77,847291038472
2026-03-30,Amazon Relational Database Service,us-east-1,Database,prod,39.73,847291038472
2026-03-30,Amazon Relational Database Service,us-east-1,Database,dev,11.91,847291038472
2026-03-30,Amazon Simple Storage Service,us-west-2,Data,prod,17.93,847291038472
2026-03-30,Amazon CloudFront,global,Frontend,prod,26.34,847291038472
2026-03-30,Amazon CloudFront,global,Frontend,staging,8.51,847291038472
2026-03-30,Amazon DynamoDB,us-east-1,Backend,prod,29.78,847291038472
2026-03-31,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,65.13,847291038472
2026-03-31,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,20.16,847291038472
2026-03-31,Amazon Relational Database Service,us-east-1,Database,prod,44.54,847291038472
2026-03-31,Amazon Relational Database Service,us-east-1,Database,dev,9.53,847291038472
2026-03-31,Amazon Simple Storage Service,us-west-2,Data,prod,18.8,847291038472
2026-03-31,Amazon CloudFront,global,Frontend,prod,23.12,847291038472
2026-03-31,Amazon CloudFront,global,Frontend,staging,6.43,847291038472
2026-03-31,Amazon DynamoDB,us-east-1,Backend,prod,34.86,847291038472
2026-04-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.97,847291038472
2026-04-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.89,847291038472
2026-04-01,Amazon Relational Database Service,us-east-1,Database,prod,45.1,847291038472
2026-04-01,Amazon Relational Database Service,us-east-1,Database,dev,9.83,847291038472
2026-04-01,Amazon Simple Storage Service,us-west-2,Data,prod,18.08,847291038472
2026-04-01,Amazon CloudFront,global,Frontend,prod,22.81,847291038472
2026-04-01,Amazon CloudFront,global,Frontend,staging,6.94,847291038472
2026-04-01,Amazon DynamoDB,us-east-1,Backend,prod,26.6,847291038472
2026-04-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.55,847291038472
2026-04-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.41,847291038472
2026-04-02,Amazon Relational Database Service,us-east-1,Database,prod,38.84,847291038472
2026-04-02,Amazon Relational Database Service,us-east-1,Database,dev,8.05,847291038472
2026-04-02,Amazon Simple Storage Service,us-west-2,Data,prod,18.49,847291038472
2026-04-02,Amazon CloudFront,global,Frontend,prod,21.51,847291038472
2026-04-02,Amazon CloudFront,global,Frontend,staging,5.71,847291038472
2026-04-02,Amazon DynamoDB,us-east-1,Backend,prod,28.18,847291038472
2026-04-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.88,847291038472
2026-04-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.01,847291038472
2026-04-03,Amazon Relational Database Service,us-east-1,Database,prod,40.71,847291038472
2026-04-03,Amazon Relational Database Service,us-east-1,Database,dev,11.05,847291038472
2026-04-03,Amazon Simple Storage Service,us-west-2,Data,prod,17.82,847291038472
2026-04-03,Amazon CloudFront,global,Frontend,prod,24.78,847291038472
2026-04-03,Amazon CloudFront,global,Frontend,staging,6.41,847291038472
2026-04-03,Amazon DynamoDB,us-east-1,Backend,prod,34.43,847291038472
2026-04-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,57.69,847291038472
2026-04-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.93,847291038472
2026-04-04,Amazon Relational Database Service,us-east-1,Database,prod,39.72,847291038472
2026-04-04,Amazon Relational Database Service,us-east-1,Database,dev,9.57,847291038472
2026-04-04,Amazon Simple Storage Service,us-west-2,Data,prod,19.81,847291038472
2026-04-04,Amazon CloudFront,global,Frontend,prod,22.99,847291038472
2026-04-04,Amazon CloudFront,global,Frontend,staging,6.19,847291038472
2026-04-04,Amazon DynamoDB,us-east-1,Backend,prod,31.46,847291038472
2026-04-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,41.93,847291038472
2026-04-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.36,847291038472
2026-04-05,Amazon Relational Database Service,us-east-1,Database,prod,41.17,847291038472
2026-04-05,Amazon Relational Database Service,us-east-1,Database,dev,8.3,847291038472
2026-04-05,Amazon Simple Storage Service,us-west-2,Data,prod,18.93,847291038472
2026-04-05,Amazon CloudFront,global,Frontend,prod,24.71,847291038472
2026-04-05,Amazon CloudFront,global,Frontend,staging,5.66,847291038472
2026-04-05,Amazon DynamoDB,us-east-1,Backend,prod,28.6,847291038472
2026-04-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.74,847291038472
2026-04-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.76,847291038472
2026-04-06,Amazon Relational Database Service,us-east-1,Database,prod,42.39,847291038472
2026-04-06,Amazon Relational Database Service,us-east-1,Database,dev,9.24,847291038472
2026-04-06,Amazon Simple Storage Service,us-west-2,Data,prod,20.52,847291038472
2026-04-06,Amazon CloudFront,global,Frontend,prod,28.25,847291038472
2026-04-06,Amazon CloudFront,global,Frontend,staging,6.88,847291038472
2026-04-06,Amazon DynamoDB,us-east-1,Backend,prod,27.06,847291038472
2026-04-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.64,847291038472
2026-04-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.23,847291038472
2026-04-07,Amazon Relational Database Service,us-east-1,Database,prod,41.11,847291038472
2026-04-07,Amazon Relational Database Service,us-east-1,Database,dev,10.1,847291038472
2026-04-07,Amazon Simple Storage Service,us-west-2,Data,prod,20.75,847291038472
2026-04-07,Amazon CloudFront,global,Frontend,prod,24.26,847291038472
2026-04-07,Amazon CloudFront,global,Frontend,staging,7.23,847291038472
2026-04-07,Amazon DynamoDB,us-east-1,Backend,prod,26.84,847291038472
2026-04-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.57,847291038472
2026-04-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.18,847291038472
2026-04-08,Amazon Relational Database Service,us-east-1,Database,prod,45.62,847291038472
2026-04-08,Amazon Relational Database Service,us-east-1,Database,dev,9.65,847291038472
2026-04-08,Amazon Simple Storage Service,us-west-2,Data,prod,19.48,847291038472
2026-04-08,Amazon CloudFront,global,Frontend,prod,22.7,847291038472
2026-04-08,Amazon CloudFront,global,Frontend,staging,5.74,847291038472
2026-04-08,Amazon DynamoDB,us-east-1,Backend,prod,25.04,847291038472
2026-04-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.48,847291038472
2026-04-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.96,847291038472
2026-04-09,Amazon Relational Database Service,us-east-1,Database,prod,42.62,847291038472
2026-04-09,Amazon Relational Database Service,us-east-1,Database,dev,9.1,847291038472
2026-04-09,Amazon Simple Storage Service,us-west-2,Data,prod,21.38,847291038472
2026-04-09,Amazon CloudFront,global,Frontend,prod,20.52,847291038472
2026-04-09,Amazon CloudFront,global,Frontend,staging,7.08,847291038472
2026-04-09,Amazon DynamoDB,us-east-1,Backend,prod,31.6,847291038472
2026-04-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.0,847291038472
2026-04-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.81,847291038472
2026-04-10,Amazon Relational Database Service,us-east-1,Database,prod,43.67,847291038472
2026-04-10,Amazon Relational Database Service,us-east-1,Database,dev,8.18,847291038472
2026-04-10,Amazon Simple Storage Service,us-west-2,Data,prod,19.74,847291038472
2026-04-10,Amazon CloudFront,global,Frontend,prod,23.55,847291038472
2026-04-10,Amazon CloudFront,global,Frontend,staging,7.21,847291038472
2026-04-10,Amazon DynamoDB,us-east-1,Backend,prod,25.61,847291038472
2026-04-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.66,847291038472
2026-04-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.49,847291038472
2026-04-11,Amazon Relational Database Service,us-east-1,Database,prod,41.56,847291038472
2026-04-11,Amazon Relational Database Service,us-east-1,Database,dev,8.83,847291038472
2026-04-11,Amazon Simple Storage Service,us-west-2,Data,prod,16.39,847291038472
2026-04-11,Amazon CloudFront,global,Frontend,prod,21.15,847291038472
2026-04-11,Amazon CloudFront,global,Frontend,staging,6.27,847291038472
2026-04-11,Amazon DynamoDB,us-east-1,Backend,prod,32.2,847291038472
2026-04-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.67,847291038472
2026-04-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.25,847291038472
2026-04-12,Amazon Relational Database Service,us-east-1,Database,prod,40.08,847291038472
2026-04-12,Amazon Relational Database Service,us-east-1,Database,dev,10.73,847291038472
2026-04-12,Amazon Simple Storage Service,us-west-2,Data,prod,18.95,847291038472
2026-04-12,Amazon CloudFront,global,Frontend,prod,27.83,847291038472
2026-04-12,Amazon CloudFront,global,Frontend,staging,8.21,847291038472
2026-04-12,Amazon DynamoDB,us-east-1,Backend,prod,26.18,847291038472
